Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Number of late trains > 30min,Number of late trains > 60min
2018,8,PARIS MONTPARNASSE,LA ROCHELLE VILLE,172.484848485,235,4,34,13.0617647059,1.49776334776,26,42.1153846154,5.88744588745,0.0384615384615,0.307692307692,0.0769230769231,0.230769230769,0.192307692308,0.153846153846,18,7,5
2018,8,PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.9731343284,344,9,38,8.56885964912,0.661194029851,41,20.3471544715,3.35701492537,0.294117647059,0.264705882353,0.294117647059,0.0588235294118,0.0588235294118,0.0294117647059,20,7,1
2018,8,NANTES,STRASBOURG,304.943396226,53,0,19,6.21315789474,2.16006289308,14,31.9630952381,10.2342767296,0.285714285714,0.357142857143,0.142857142857,0.142857142857,0,0.0714285714286,14,5,2
2018,8,POITIERS,PARIS MONTPARNASSE,99.7392344498,428,10,221,6.78046757164,3.57818979266,95,18.8407017544,5.75550239233999,0.128571428570999,0.2,0.2,0.285714285714,0.0285714285714,0.157142857143,39,8,4
2018,8,TOURS,PARIS MONTPARNASSE,81.6707317072999,166,2,15,6.78666666667,0.669512195122,41,14.7760162602,4.31148373984,0.173913043478,0.217391304348,0.130434782609,0.347826086956999,0,0.130434782609,11,5,1
2018,8,AVIGNON TGV,PARIS LYON,160.710144928,623,2,408,12.0840686275,7.91154052603,142,35.0801643192,8.79742351046999,0.19014084507,0.161971830986,0.338028169014,0.140845070423,0.0774647887324,0.0915492957746,95,40,22
2018,8,MARNE LA VALLEE,MARSEILLE ST CHARLES,217.041543027,338,1,227,8.93201174743,6.10608308605,66,35.0328282828,9.5149851632,0.205128205128,0.128205128205,0.230769230769,0.282051282051,0.0769230769231,0.0769230769231,66,21,9
2018,8,REIMS,PARIS EST,46.0331753555,214,3,77,6.16818181818,2.36706161137,52,16.5711538461999,4.84691943128,0.113636363636,0.522727272726999,0.181818181818,0.0454545454545,0.0454545454545,0.0909090909091,13,5,4
2018,8,BORDEAUX ST JEAN,PARIS VAUGIRARD,139.216666667,60,0,15,17.7955555556,4.36583333333,12,31.9472222221999,7.20694444443999,0,0.181818181818,0.454545454544999,0.272727272727,0.0909090909091,0,9,5,1
2018,8,PARIS MONTPARNASSE,NANTES,131.303258145,405,6,56,7.84583333333,0.809523809523999,44,26.9897727273,3.53011695905999,0.227272727273,0.204545454545,0.204545454545,0.227272727273,0.0681818181818,0.0681818181818,26,16,3
2018,8,MARSEILLE ST CHARLES,PARIS LYON,197.345971564,422,0,158,12.4643459916,4.60363349131,57,45.8473684210999,8.22373617694,0.245614035088,0.0877192982456,0.333333333333,0.210526315789,0.0701754385965,0.0526315789474,57,22,10
2018,8,PARIS VAUGIRARD,NANTES,143.949152542,59,0,8,5.97083333333,0.406497175141,5,42.3666666667,4.86468926554,0,0.4,0.6,0,0,0,4,3,1
2018,8,TOURCOING,MARSEILLE ST CHARLES,304,27,0,6,6.575,1.46111111111,2,21.325,3.87962962963,0,0,1,0,0,0,2,0,0
2018,8,PARIS LYON,BARCELONA,312.339675516,113,0,27,39.9660493827,9.25693215339,32,62.0625,19.8672566372,,,,,,,32,20,15
2018,8,LYON PART DIEU,RENNES,235.195402299,88,1,65,10.6969230769,8.08448275862,27,39.5327160494,14.5597701149,0.185185185185,0.111111111111,0.148148148148,0.407407407407,0.111111111111,0.037037037037,27,10,4
2018,8,PARIS EST,REIMS,45.9619047618999,215,5,39,8.90726495726,1.53349206349,23,19.2702898551,2.53492063492,0.0952380952381,0.238095238095,0.047619047619,0.428571428571,0.190476190476,0,10,3,1
2018,8,PARIS MONTPARNASSE,BORDEAUX ST JEAN,149.962406015,681,16,122,7.61543715847,1.11979949875,62,27.1411290323,2.45521303257999,0.15,0.25,0.183333333332999,0.333333333333,0.0833333333333,0,47,14,3
2018,8,NANTES,PARIS VAUGIRARD,145.557377049,61,0,17,10.2539215686,2.8131147541,8,38.6791666667,6.94726775956,0.125,0.375,0.25,0.25,0,0,6,3,1
2018,8,PARIS LYON,GRENOBLE,181.81875,161,1,35,18.0352380952,3.70895833333,30,55.0583333333,10.8816666667,0.233333333333,0.1,0.266666666667,0.366666666667,0.0333333333333,0,23,18,8
2018,8,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.0865384615,208,0,18,9.41574074073999,0.473717948718,39,15.0820512821,3.65152243589999,0.125,0.208333333332999,0.416666666667,0.166666666667,0.0833333333333,0,13,5,1
2018,8,PARIS LYON,TOULON,238.456716417999,344,9,82,17.4166666667,3.94990049751,62,47.7010752688,9.28805970148999,0.3,0.0666666666666999,0.216666666667,0.35,0.0333333333333,0.0333333333333,62,34,15
2018,8,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.274725275,91,0,21,2.91269841269999,0.764285714286,11,21.3681818182,3.55146520146999,0.181818181818,0.272727272727,0.272727272727,0.181818181818,0.0909090909091,0,4,2,0
2018,8,MONTPELLIER,PARIS LYON,206.784503632,417,4,218,13.6300458716,7.22300242131,85,46.5449019608,10.841283293,0.225806451613,0.258064516129,0.209677419355,0.225806451613,0.0161290322581,0.0645161290323,85,46,18
2018,8,PARIS MONTPARNASSE,VANNES,156.272727273,237,6,35,8.36619047618999,0.875613275613,22,26.9090909090999,3.55901875902,0.0909090909091,0.181818181818,0.0909090909091,0.454545454544999,0,0.181818181818,12,5,2
2018,8,PARIS MONTPARNASSE,ST PIERRE DES CORPS,67.4719101124,358,2,53,8.62358490566,1.02242509363,62,16.6459677419,3.63693820225,0.121951219512,0.243902439024,0.243902439024,0.317073170732,0.0487804878049,0.0243902439024,13,5,3
2018,8,PARIS MONTPARNASSE,LE MANS,59.691689008,385,12,48,10.4576388889,0.998614834674,42,19.0543650794,2.31742627346,0.142857142857,0.214285714286,0.285714285714,0.321428571429,0.0357142857143,0,17,8,1
2018,8,LYON PART DIEU,LILLE,187.511363636,268,4,179,14.4169459963,9.86931818181999,90,32.9588888889,13.4195075757999,0.147727272727,0.261363636364,0.25,0.181818181818,0.0909090909091,0.0681818181818,82,34,9
2018,8,PARIS LYON,DIJON VILLE,96.6119047619,435,15,92,17.4630434782999,3.55773809524,51,36.5091503268,4.29234126984,0.0980392156863,0.117647058824,0.078431372549,0.627450980392,0.078431372549,0,44,23,7
2018,8,DIJON VILLE,PARIS LYON,99.5380952381,430,10,265,9.50377358491,6.10198412698,58,36.8856321839,5.73281746032,0.208333333332999,0.25,0.166666666667,0.125,0.166666666667,0.0833333333333,44,28,12
2018,8,RENNES,PARIS VAUGIRARD,116,31,0,5,5.44666666667,0.888172043011,4,11.9291666667,1.90591397849,0,0,1,0,0,0,0,0,0
2018,8,STRASBOURG,PARIS EST,112.10515873,508,4,248,9.04079301075,4.51683201058,86,31.2168604651,6.31408730159,0.314285714286,0.2,0.142857142857,0.228571428571,0.0285714285714,0.0857142857143,53,29,12
2018,8,LA ROCHELLE VILLE,PARIS MONTPARNASSE,174.49122807,232,4,28,5.5,0.675292397661,36,25.3111111111,6.00219298245999,0.09375,0.1875,0.1875,0.40625,0,0.125,24,4,1
2018,8,PARIS LYON,BESANCON FRANCHE COMTE TGV,129.214689266,184,7,39,15.8307692308,3.2511299435,29,29.2517241379,5.80847457627,0.103448275862,0.172413793103,0.103448275862,0.413793103448,0.172413793103,0.0344827586207,22,10,3
2018,8,MARSEILLE ST CHARLES,LYON PART DIEU,110.84962406,541,9,211,11.7876777251,4.70820802005,120,30.6963888889,7.5274122807,0.125,0.208333333332999,0.3,0.258333333332999,0.0583333333333,0.05,76,37,11
2018,8,PARIS EST,STUTTGART,117.898275862,145,0,32,9.91302083333,2.22793103447999,13,30.2307692308,3.35862068965999,,,,,,,8,4,1
2018,8,PARIS LYON,GENEVE,176.618683652,157,0,33,23.2166666667,4.63524416136,28,38.6428571429,8.36942675159,,,,,,,25,14,4
2018,8,RENNES,PARIS MONTPARNASSE,104.520871143,561,10,237,6.75161744023,2.97543859649,70,23.9180952381,4.94933454325,0.257575757576,0.19696969697,0.106060606061,0.287878787879,0.030303030303,0.121212121212,47,16,5
2018,8,BREST,PARIS MONTPARNASSE,230.573643410999,262,4,6,10.8333333332999,0.253811369509,24,26.7854166667,5.0665374677,0.380952380952,0.142857142857,0,0.333333333333,0,0.142857142857,24,6,1
2018,8,MONTPELLIER,LYON PART DIEU,123.345394737,306,2,138,10.0410628019,4.65690789474,63,29.2843915344,7.00531798246,0.134615384615,0.211538461538,0.230769230769,0.211538461538,0.0576923076923,0.153846153846,45,15,6
2018,8,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,170.404255319,96,2,12,14.9902777778,1.67163120567,15,23.9577777778,5.10088652482,0.133333333333,0.2,0.266666666667,0.266666666667,0,0.133333333333,9,2,1
2018,8,PARIS EST,FRANCFORT,108.855426357,172,0,28,9.97202380952,1.59031007752,15,34.4,2.97093023256,,,,,,,11,5,2
2018,8,PARIS LYON,ANNECY,237.374301676,180,1,38,20.1907894736999,4.10586592179,16,49.5625,5.69273743016999,0.125,0.0625,0.125,0.5625,0.0625,0.0625,16,11,4
2018,8,PARIS NORD,DUNKERQUE,116.406130268,262,1,44,13.6193181818,1.99750957854,34,26.6764705882,3.39846743295,0.151515151515,0.212121212121,0.121212121212,0.454545454544999,0.0606060606061,0,25,12,3
2018,8,NANTES,PARIS MONTPARNASSE,135.719565217,470,10,199,6.06641541039,2.63416666667,74,25.1671171171,5.51170289855,0.164383561644,0.369863013699,0.205479452055,0.191780821917999,0.041095890411,0.027397260274,56,16,5
2018,8,PARIS VAUGIRARD,BORDEAUX ST JEAN,169.785714286,56,0,6,43.025,4.18244047619,9,34.4240740741,5.37202380952,0.111111111111,0.222222222222,0.222222222222,0.444444444444,0,0,7,5,2
2018,8,BELLEGARDE (AIN),PARIS LYON,162.635897436,196,1,98,9.20051020408,4.66606837607,18,54.7055555556,5.74401709401999,0,0,0.5,0,0,0.5,16,8,5
2018,8,ANNECY,PARIS LYON,236.73480663,181,0,29,8.25057471263999,1.32191528545,44,37.8068181818,10.5508287293,0.418604651163,0.046511627907,0.395348837209,0.116279069767,0,0.0232558139534999,44,15,5
2018,8,PARIS LYON,ZURICH,177.046171171,148,0,35,15.9447619048,3.49031531531999,26,43.9615384615,8.27027027027,,,,,,,20,12,4
2018,8,PARIS LYON,MACON LOCHE,95.550802139,188,1,33,21.2919191919,3.5444741533,29,35.7126436782,5.83128342245999,0.142857142857,0.0714285714286,0.178571428570999,0.5,0.107142857143,0,20,12,6
2018,8,PARIS LYON,LAUSANNE,179.201141552999,146,0,26,16.0615384615,2.54828767123,27,31.7777777778,9.52739726027,,,,,,,23,13,1
2018,8,MARSEILLE ST CHARLES,LILLE,310.356725146,174,3,62,10.8814516129,3.90165692008,43,35.0600775194,11.1722222222,0.139534883720999,0.302325581395,0.232558139535,0.162790697674,0.116279069767,0.046511627907,43,15,5
2018,8,QUIMPER,PARIS MONTPARNASSE,229.382978722999,240,5,18,12.787962963,0.979503546098999,22,33.9636363636,5.28865248227,0.238095238095,0.190476190476,0.047619047619,0.476190476189999,0,0.047619047619,22,8,2
2018,8,PARIS EST,METZ,85.4401294498,313,4,50,13.3006666667,2.08317152104,27,25.4586419753,2.111596548,0.12,0.08,0.08,0.56,0.12,0.04,18,5,3
2018,8,PARIS MONTPARNASSE,ANGOULEME,132.497816594,235,6,39,7.31581196581,0.96885007278,38,25.7574561404,6.46179039301,0.0810810810811,0.216216216216,0.27027027027,0.216216216216,0.108108108108,0.108108108108,18,6,2
2018,8,DOUAI,PARIS NORD,79.0248447205,161,0,20,4.29916666667,0.726604554865,34,13.2965686275,3.73509316769999,0.153846153846,0.0769230769231,0.615384615385,0.153846153846,0,0,9,2,0
2018,8,LAVAL,PARIS MONTPARNASSE,92.6961325967,184,3,77,6.17770562771,2.67679558011,22,25.0553030303,4.28342541436,0.157894736842,0.210526315789,0.157894736842,0.315789473684,0.105263157895,0.0526315789474,11,6,3
2018,8,METZ,PARIS EST,85.8958990535999,321,4,81,9.82201646091,2.5356466877,52,25.5778846154,4.55262881178,0.157894736842,0.157894736842,0.157894736842,0.315789473684,0.105263157895,0.105263157895,31,14,5
2018,8,DUNKERQUE,PARIS NORD,118,227,0,15,7.86666666667,0.601321585903,32,17.3796875,3.93817914831,0.0625,0.15625,0.28125,0.1875,0.25,0.0625,15,1,0
2018,8,PARIS LYON,PERPIGNAN,306.647058824,205,1,50,28.9073333333,6.76119281046,44,58.1912878788,13.5280228758,0.204545454545,0.227272727273,0.136363636363999,0.386363636364,0.0454545454545,0,44,28,17
2018,8,GRENOBLE,PARIS LYON,183.492146597,192,1,33,8.27525252525,1.4297556719,28,33.3470238095,7.14938917976,0.25,0.214285714286,0.214285714286,0.214285714286,0,0.107142857143,27,11,3
2018,8,BORDEAUX ST JEAN,TOURCOING,293.142857143,7,0,2,5.55833333333,1.61666666667,2,82.5,28.2857142857,0,0.5,0.5,0,0,0,2,2,1
2018,8,PARIS LYON,BELLEGARDE (AIN),159.99408284,169,0,39,23.8666666667,5.27209072978,35,34.7723809524,9.17840236686,0.117647058824,0.0882352941176,0.117647058824,0.588235294118,0.0882352941176,0,29,18,4
2018,8,PARIS LYON,MONTPELLIER,208.698830409,343,1,78,24.3799145299,5.26076998051,52,53.5003205127999,8.4182748538,0.0961538461538,0.192307692308,0.0769230769231,0.538461538462,0.0576923076923,0.0384615384615,52,34,19
2018,8,PARIS LYON,LYON PART DIEU,121.02303263,524,3,55,11.2281818182,0.868394113884,41,30.7943089431,2.54133077415,0.2,0.225,0.225,0.3,0.025,0.025,29,10,5
2018,8,ZURICH,PARIS LYON,180.226801802,148,0,127,5.16535433071,4.43243243243,14,41.4273809524,4.38693693694,,,,,,,11,8,5
2018,8,PARIS MONTPARNASSE,TOURS,78.9171974522,157,0,24,7.30277777778,0.851273885349999,30,12.855,3.12866242038,0.173913043478,0.173913043478,0.217391304348,0.260869565217,0.0869565217391,0.0869565217391,6,1,0
2018,8,PARIS MONTPARNASSE,BREST,227.37704918,249,5,35,5.83619047619,0.397267759563,13,38.7692307692,3.61680327869,0,0.25,0.0833333333333,0.416666666667,0,0.25,13,7,3
2018,9,RENNES,LYON PART DIEU,234.62195122,82,0,32,5.515625,2.33272357724,15,35.2466666667,8.44654471544999,0.142857142857,0.142857142857,0.214285714286,0.428571428571,0,0.0714285714286,15,7,2
2018,9,VANNES,PARIS MONTPARNASSE,161.145522388,268,0,110,3.7,1.51865671642,33,22.1939393939,4.78016169154,0.25,0.21875,0.125,0.1875,0.125,0.09375,17,5,1
2018,9,LYON PART DIEU,LILLE,187.564885496,264,2,157,13.6781316348,8.32557251908,62,33.9905913978,10.1917302799,0.0806451612903,0.258064516129,0.322580645161,0.209677419355,0.0806451612903,0.0483870967741999,55,21,9
2018,9,BELLEGARDE (AIN),PARIS LYON,163.052631579,229,1,71,6.46807511737,2.07938596491,26,24.0807692307999,2.95014619883,0.136363636363999,0.272727272727,0.409090909091,0.0909090909091,0.0909090909091,0,18,4,1
2018,9,PARIS MONTPARNASSE,LAVAL,89.4368932039,206,0,15,6.71222222222,0.149595469256,7,9.9119047619,2.42127831715,0,0.25,0.25,0.5,0,0,4,0,0
2018,9,CHAMBERY CHALLES LES EAUX,PARIS LYON,184.776595745,189,1,116,16.7202586207,10.2817375887,69,31.0857487923,12.4186170213,0.194029850746,0.373134328358,0.298507462687,0.0597014925373,0.0597014925373,0.0149253731342999,57,20,8
2018,9,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.025,200,0,17,13.3117647059,0.814083333333,24,19.3041666667,2.80716666667,0.166666666667,0.277777777778,0.166666666667,0.388888888889,0,0,13,5,0
2018,9,MARSEILLE ST CHARLES,MARNE LA VALLEE,214.174496644,300,2,68,21.4705882353,4.78003355704999,44,50.2689393939,8.32142058166,0.159090909091,0.181818181818,0.340909090908999,0.272727272727,0.0454545454545,0,44,18,12
2018,9,MARSEILLE ST CHARLES,TOURCOING,296,30,0,5,53.52,8.53333333333,3,93,11.9666666667,0,0.333333333333,0.666666666667,0,0,0,3,2,2
2018,9,MADRID,MARSEILLE ST CHARLES,419.801666666999,30,0,11,1.54545454545,0.233333333333,6,71.8611111111,17.3422222222,0,0.166666666667,0.5,0.333333333333,0,0,6,4,3
2018,9,ITALIE,PARIS LYON,433.444886364,88,0,78,5.87179487179,5.19886363636,36,48.6444444443999,23.0748106061,0.25,0.21875,0.375,0.09375,0.03125,0.03125,36,18,8
2018,9,POITIERS,PARIS MONTPARNASSE,100.091954022999,435,0,184,5.97952898551,2.48747126437,97,15.3415807559999,4.5562835249,0.0845070422535,0.394366197183,0.295774647887,0.12676056338,0.0422535211268,0.056338028169,23,9,3
2018,9,BREST,PARIS MONTPARNASSE,230.771863118,265,2,9,27,0.923954372624,17,32.1333333333,4.77908745247,0.333333333333,0.333333333333,0.0666666666666999,0.133333333333,0.0666666666666999,0.0666666666666999,17,5,1
2018,9,MARSEILLE ST CHARLES,PARIS LYON,196.961995249,422,1,121,9.37741046832,2.59228028504,38,44.1298245614,4.73768804434,0.263157894737,0.342105263158,0.131578947368,0.210526315789,0.0263157894737,0.0263157894737,38,20,12
2018,9,NICE VILLE,PARIS LYON,345.378640777,206,0,51,6.68464052288,1.7033171521,31,62.0155913977999,9.8963592233,0.322580645161,0.354838709677,0.0967741935483999,0.193548387097,0,0.0322580645161,31,19,13
2018,9,MARSEILLE ST CHARLES,LYON PART DIEU,108.595419847,533,9,144,10.6722222222,2.9743956743,93,31.3827956988999,5.23600508906,0.152173913043,0.228260869565,0.282608695652,0.173913043478,0.108695652174,0.054347826087,63,24,10
2018,9,PARIS LYON,TOULON,237.421455939,266,5,60,13.0583333332999,2.74604086845,39,39.158974359,5.54942528735999,0.289473684211,0.157894736842,0.105263157895,0.342105263158,0.0263157894737,0.0789473684211,39,21,7
2018,9,PARIS LYON,GENEVE,193.451658375,201,0,42,12.8615079365,2.46998341625,21,43.8746031746,3.89933665008,0.0588235294118,0.0588235294118,0.235294117647,0.588235294118,0.0588235294118,0,20,9,2
2018,9,PARIS EST,STUTTGART,182.932528736,146,1,28,9.18035714286,1.75954022988999,11,37.8060606061,6.11666666667,0.2,0.1,0.2,0.5,0,0,11,4,2
2018,9,BARCELONA,PARIS LYON,379.249444444,60,0,31,5.35483870968,2.76666666667,11,65.7409090909,12.5283333332999,0.2,0.4,0.1,0.3,0,0,11,9,5
2018,9,TOURCOING,MARSEILLE ST CHARLES,304.4,30,0,2,93,6.2,5,76.9833333333,13.9788888889,0,0.4,0.4,0.2,0,0,5,4,1
2018,9,PARIS LYON,NICE VILLE,348.606796117,208,2,53,11.6402515723,2.74571197411,31,36.7016129032,7.56610032362,0.322580645161,0.193548387097,0.129032258065,0.290322580645,0.0322580645161,0.0322580645161,31,14,5
2018,9,BORDEAUX ST JEAN,PARIS VAUGIRARD,139.5,54,0,7,8.45476190476,0.97962962963,3,42.3944444444,2.79166666667,0.333333333333,0.333333333333,0,0.333333333333,0,0,3,1,1
2018,9,PARIS LYON,LYON PART DIEU,120.395041322,606,1,74,8.8740990991,0.742314049587,53,25.8943396226,2.79371900825999,0.137254901961,0.235294117647,0.215686274509999,0.352941176471,0.0588235294118,0,32,17,1
2018,9,LILLE,MARSEILLE ST CHARLES,307.849162011,182,3,50,6.33633333333,1.81368715084,36,38.9458333333,10.4788640596,0.257142857143,0.171428571429,0.285714285714,0.2,0.0285714285714,0.0571428571429,36,18,6
2018,9,PARIS LYON,NIMES,177.694656489,264,2,63,13.7328042328,3.0606870229,57,36.5178362573,9.0451653944,0.210526315789,0.175438596491,0.157894736842,0.40350877193,0.0526315789474,0,43,22,8
2018,9,LYON PART DIEU,MONTPELLIER,115.154639175,292,1,191,10.4655322862,6.97016036655,70,35.5095238094999,9.33717067583,0.153846153846,0.2,0.369230769231,0.153846153846,0.107692307692,0.0153846153846,49,23,8
2018,9,PARIS NORD,LILLE,63.6679104478,543,7,99,15.3695286195,2.73289800995,96,19.9491319444,3.94029850746,0.161290322580999,0.150537634409,0.258064516129,0.311827956989,0.0860215053763,0.0322580645161,35,18,6
2018,9,PARIS MONTPARNASSE,BREST,226.318367347,245,0,37,6.49774774775,0.615306122449,12,25.5,2.4,0.0833333333333,0.333333333333,0.333333333333,0.25,0,0,12,2,0
2018,9,PARIS EST,STRASBOURG,113.175588865,474,7,75,11.9444444444,1.81581013562,37,27.8315315315,2.43083511777,0.216216216216,0.135135135135,0.0540540540541,0.594594594595,0,0,30,10,2
2018,9,LYON PART DIEU,RENNES,235.738095238,85,1,53,6.8427672956,4.41408730159,16,30.3072916667,8.83968253968,0.125,0.1875,0.125,0.4375,0.125,0,16,6,2
2018,9,PARIS LYON,MULHOUSE VILLE,167.576271186,297,2,54,13.3021604938,2.20604519774,41,35.6780487805,5.83790960452,0.170731707317,0.19512195122,0.121951219512,0.390243902439,0.0975609756098,0.0243902439024,34,14,5
2018,9,PARIS LYON,MACON LOCHE,95.6243654821999,199,2,36,19.1175925926,3.31285956007,30,29.6266666667,4.62918781726,0.0344827586207,0.103448275862,0.103448275862,0.586206896552,0.137931034483,0.0344827586207,19,9,3
2018,9,ANGOULEME,PARIS MONTPARNASSE,130.690839695,262,0,127,5.83766404199,2.88676844784,47,18.0510638298,4.89300254453,0.108695652174,0.369565217391,0.326086956522,0.108695652174,0,0.0869565217391,15,6,1
2018,9,VALENCE ALIXAN TGV,PARIS LYON,132.890977444,269,3,176,14.2320075757999,9.4805764411,42,50.1027777778,7.90764411028,0.268292682927,0.317073170732,0.170731707317,0.146341463414999,0.0731707317073,0.0243902439024,30,21,11
2018,9,AVIGNON TGV,PARIS LYON,160.647940075,535,1,287,9.39291521487,5.02016229713,81,38.4580246914,6.10833333333,0.234567901235,0.259259259259,0.234567901235,0.222222222222,0.0246913580247,0.0246913580247,56,32,18
2018,9,TOURCOING,BORDEAUX ST JEAN,285.1,30,0,5,7.2,1.2,3,23.0222222221999,3.02944444444,0.333333333333,0,0.333333333333,0,0,0.333333333333,3,0,0
2018,9,PARIS MONTPARNASSE,NANTES,130.84989858,495,2,67,6.63134328358,0.590432724814,68,23.7980392157,4.30331304936,0.176470588235,0.279411764706,0.308823529412,0.205882352941,0.0147058823529,0.0147058823529,41,16,2
2018,9,PARIS EST,NANCY,95.1957295374,281,0,52,13.575,2.41459074732999,16,26.3045454544999,2.68446026097,0,0,0.0909090909091,0.818181818182,0.0909090909091,0,16,10,2
2018,9,PARIS MONTPARNASSE,ST MALO,171.402061856,97,0,4,4.27916666667,-0.215120274914,2,18.875,-2.40429553265,0,0.5,0.5,0,0,0,1,0,0
2018,9,TOULON,PARIS LYON,237.961130742,283,0,126,12.2096560847,5.55636042403,36,64.1736111111,8.64057714959,0.333333333333,0.361111111111,0.111111111111,0.166666666667,0,0.0277777777778,36,22,16
2018,9,REIMS,PARIS EST,46.6881188119,202,0,79,8.66624472573999,3.46947194719,53,15.0216981132,4.84744224422,0.0212765957447,0.659574468085,0.106382978723,0.148936170213,0.0212765957447,0.0425531914894,24,3,0
2018,9,PARIS VAUGIRARD,NANTES,145.685185185,54,0,4,5.45833333333,0.0827160493827,7,35.2166666667,6.13888888889,0.142857142857,0.285714285714,0.285714285714,0.285714285714,0,0,5,3,1
2018,9,TOURS,PARIS MONTPARNASSE,80.6758241758,182,0,22,4.52727272727,0.541575091575,41,14.2540650406999,4.27554945055,0,0.285714285714,0.428571428571,0.142857142857,0.142857142857,0,11,4,1
2018,9,LAVAL,PARIS MONTPARNASSE,91.1836734694,196,0,80,4.15645833333,1.76828231292999,28,17.4738095238,3.91241496599,0,0.3,0.4,0.2,0.05,0.05,13,1,1
2018,9,PARIS NORD,DOUAI,72.7978723404,190,2,26,13.3647435897,1.62322695035,42,15.526984127,3.84592198581999,0.105263157895,0.263157894737,0.315789473684,0.184210526316,0.131578947368,0,12,6,1
2018,9,PARIS LYON,LAUSANNE,221.224264705999,136,0,21,11.5888888889,1.52242647059,21,32.9396825396999,7.43517156863,0.105263157895,0,0.578947368421,0.263157894737,0.0526315789474,0,21,9,2
2018,9,ZURICH,PARIS LYON,245.547810219,137,0,75,2.594,1.76472019465,11,31.7,2.08357664234,0.375,0.125,0.375,0.125,0,0,11,7,0
2018,9,BESANCON FRANCHE COMTE TGV,PARIS LYON,132.455497382,193,2,29,8.73448275862,0.947993019197,26,25.2365384615,4.19842931937,0.0769230769231,0.346153846154,0.269230769231,0.230769230769,0.0769230769231,0,18,5,1
2018,9,PARIS LYON,MARSEILLE ST CHARLES,198.054466231,464,5,82,15.0280487804999,2.37806826434,56,42.656547619,6.66695715323,0.25,0.25,0.0892857142857,0.357142857143,0.0178571428570999,0.0357142857143,56,34,10
2018,9,PARIS LYON,PERPIGNAN,307.069767442,172,0,38,13.9798245614,2.79399224806,33,43.7858585859,9.54525193798,0.212121212121,0.272727272727,0.212121212121,0.272727272727,0.030303030303,0,33,19,8
2018,9,PARIS LYON,BESANCON FRANCHE COMTE TGV,129.033333333,182,2,30,14.7727777778,2.23268518519,31,25.9919354838999,6.15703703704,0.0645161290323,0.129032258065,0.290322580645,0.41935483871,0.0645161290323,0.0322580645161,23,7,3
2018,9,MULHOUSE VILLE,PARIS LYON,173.701298700999,310,2,150,7.22566666667,3.52316017316,42,26.2555555556,3.48771645022,0.135135135135,0.243243243242999,0.378378378378,0.189189189189,0.027027027027,0.027027027027,29,13,1
2018,9,PARIS MONTPARNASSE,RENNES,103.225402504,560,1,57,6.24356725146,0.292874180083,44,15.684469697,2.13688133572,0.0526315789474,0.315789473684,0.210526315789,0.394736842105,0,0.0263157894737,17,4,0
2018,9,DUNKERQUE,PARIS NORD,119.947368421,230,2,9,14.9148148148,0.632602339181,18,28.4425925926,4.38004385965,0.222222222222,0.388888888889,0.222222222222,0.111111111111,0.0555555555556,0,10,6,2
2018,9,PARIS NORD,DUNKERQUE,117.8875,245,5,44,13.0890151515,2.17951388889,23,39.6086956522,4.4875,0.190476190476,0.238095238095,0.190476190476,0.333333333333,0.047619047619,0,14,9,4
2018,9,NANTES,STRASBOURG,305.846153846,39,0,11,3.89848484848,1.14444444444,5,34.0633333333,4.97179487179,0.2,0.4,0.2,0,0,0.2,5,2,1
2018,9,PARIS LYON,MONTPELLIER,209.162790697999,260,2,62,13.8889784946,3.09741602067,49,43.5918367347,8.90943152455,0.204081632652999,0.183673469388,0.163265306122,0.408163265305999,0.0408163265306,0,49,24,8
2018,9,TOULOUSE MATABIAU,PARIS MONTPARNASSE,263.584269663,178,0,13,5.51794871794999,-0.0134831460674,25,32.0326666667,7.00093632959,0.32,0.32,0.08,0.24,0,0.04,25,10,1
2018,9,PERPIGNAN,PARIS LYON,303.006329114,158,0,57,10.5283625730999,3.83386075949,25,62.7733333333,10.1248945148,0.333333333333,0.291666666667,0.166666666667,0.166666666667,0,0.0416666666667,25,18,8
2018,9,MACON LOCHE,PARIS LYON,100.158974359,195,0,155,11.7905376344,9.39111111111,46,29.325,7.6388034188,0.195652173913,0.239130434783,0.347826086956999,0.108695652174,0.0434782608696,0.0652173913043,37,12,5
2018,9,GRENOBLE,PARIS LYON,183.182978723,235,0,35,7.6,1.13191489362,34,30.9279569892,5.48042553191,0.161290322580999,0.258064516129,0.258064516129,0.193548387097,0.0645161290323,0.0645161290323,34,15,4
